Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.0620154234110682,0.0287828530200332,0.0194399840557853,0,0,0,0.814654269422783,0.00321225759807019,-5.94963872437991E-05,-4.09310030216239E-06,0.00681091711547534,1.70805052077488E-07,0.00410985447956931,0,0,0,0,0,0,package://urdf sin gripper/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf sin gripper/meshes/base_link.STL,,Combine29-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
1,0.0194962568603395,0.0112262595729474,0.0781135135871188,0,0,0,0.355121607272122,0.00125603540832503,-0.000555249016360597,0.000259680745666649,0.00189659689264714,0.000150449864511745,0.00165493751639618,0,0,0,0,0,0,package://urdf sin gripper/meshes/1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf sin gripper/meshes/1.STL,,Combine30-1,Origin_1,Axis_1,1,continuous,0.045435,-0.019492,0.042792,0,0,0.3373,base_link,0,0,1,,,,,,,,,,,,
2,0.0321774632843499,0.038751597886396,0.129793728764849,0,0,0,0.514087338751135,0.00180785055102584,7.7480280247106E-05,-0.000644825608500349,0.00201837695644572,3.95369173930041E-05,0.000642830284233535,0,0,0,0,0,0,package://urdf sin gripper/meshes/2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf sin gripper/meshes/2.STL,,Combine10-1;3rd-2,Origin_2,Axis_2,2,continuous,0,0,0.093058,0.2751,-0.43977,3.0797,1,0.5,-0.86603,0,,,,,,,,,,,,
3,0.160285270725544,0.0390539200540733,-0.0327831629997222,0,0,0,0.148273898279601,5.33432316662096E-05,-3.05054815237732E-06,3.81633242302653E-05,0.000225521073819987,5.28305588815489E-07,0.000231079183202213,0,0,0,0,0,0,package://urdf sin gripper/meshes/3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf sin gripper/meshes/3.STL,,4th-2;55th-1,Origin_3,Axis_3,3,continuous,0.11856,0.068452,0.37687,0,0.56237,0.5236,2,0,1,0,,,,,,,,,,,,
4,-0.00269829660102168,-0.00140082811602481,-0.00408494607029064,0,0,0,0.0310162327195207,9.26088298734051E-06,-2.61103553985728E-07,-4.91830487851333E-07,8.96993106725485E-06,-3.94987873928655E-07,8.84104098703505E-06,0,0,0,0,0,0,package://urdf sin gripper/meshes/4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf sin gripper/meshes/4.STL,,6th-2,Origin_4,Axis_4,4,continuous,0.25324,0,-0.051868,0,0.48872,0,3,0,1,0,,,,,,,,,,,,
